"ObjectID","Mapped","Crash Date","City/Town","Address","AOT Route","Crash Type","Collision Direction","Weather","Road Group","Report Number","Reporting Agency","Road Group ID","AOT Actual Milepoint","Animal","Time of Day","Intersection With","Impairment","Involving","Non Reportable Address","Reporting Agency ID","Road Characteristics","Road Condition","Street Address","Surface Condition","AOT Route ID","Coordinates"
"1422155","","December 21, 2018, 5:35 AM","Bennington","1795 West Road","VT-9","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18BN09832","Bennington PD.","10","1.24","Deer","Day","Jewett Drive","None","None","","VT0020100","Not at a Junction","None","1795 West Road","Dry","0090","42.877516168842064,-73.25410409934624"
"1438451","","December 21, 2018, 6:26 AM","Johnson","","VT-15","Property Damage Only","","Clear","State Highway numbered route, State owned","18LC006873","Lamoille CSD","10","2.88","Deer","Day","Wescom Road","None","None","","VT0080000","Not at a Junction","None","","Dry","0150","44.64030170015629,-72.70059303134583"
"1439495","","December 24, 2018, 8:58 AM","Middlesex","I-89 South Bound","I-89","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18A305912","VSP - A3 Middlesex","10","55.06","Deer","Night","MM 55","None","None","","VTVSP1200","Not at a Junction","None","I-89 South Bound","Dry","0890","44.268283501457226,-72.6274884396977"
"1444095","","December 24, 2018, 11:24 AM","Hartford","2537 VT RT 14","VT-14","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18HF07392","Hartford PD.","10","5.18","Deer","Night","Amtrak Overpass","None","None","","VT0140300","Not at a Junction","None","2537 VT RT 14","Dry","0140","43.691687561883455,-72.40066623750837"
"1403396","","December 25, 2018, 6:20 AM","Barton","288 Telephone Rd","I-91","Injury","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18A504831","VSP - A5 Derby","10","161.75","Deer","Day","Chandler Ave","None","None","","VTVSP0800","Not at a Junction","None","288 Telephone Rd","Dry","0910","44.81091294040604,-72.21122977491417"
"1471428","","December 25, 2018, 7:18 AM","Stowe","Barrows Rd","BARROWS RD","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","Federal Aid Secondary System (Class 2 TH)","18ST004848","Stowe PD.","3","2.46","Deer","Night","McAllister Rd","None","None","","VT0080200","Not at a Junction","Obstruction in roadway","Barrows Rd","Snow","S0236","44.45990889175866,-72.72896108183284"
"1420753","","December 26, 2018, 5:05 AM","Bennington","Vermont Route 279 East","VT-279","Property Damage Only","Rear-to-rear","Clear","Ramp or Spur","18BN09982","Bennington PD.","7","0.07","Deer","Day","","None","None","","VT0020100","Not at a Junction","None","Vermont Route 279 East","Dry","2790","42.88602189899234,-73.17299506838489"
"1422159","","December 27, 2018, 6:02 AM","Dorset","438 VT Route 7A","VT-7A","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18B304241","VSP - B3 Shaftsbury","10","1.04","Deer","Day","Benedict Road","None","None","","VTVSP0900","Not at a Junction","None","438 VT Route 7A","Dry","0071","43.224416983140536,-73.01155238200776"
"3539403","","December 27, 2018, 11:25 PM","Springfield","Reservoir Road","RESERVOIR RD","Property Damage Only","Head On","Clear","Minor Collector - Non Fed Aid Rural TH","18SF010635","Springfield PD.","4","999.99","Deer","Day","Army Corps Of Engineers","None","None","","VT0140200","Not at a Junction","None","Reservoir Road","Dry","S0568","43.34145561374292,-72.5042312501219"
"1465749","","December 28, 2018, 4:29 AM","Ryegate","I-91","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18A407177","VSP - A4 St. Johnsbury","10","113.8","Deer","Day","Elliot Dr","None","None","","VTVSP0200","Not at a Junction","None","I-91","Dry","0910","44.20656156033453,-72.06931656401646"
"1465893","","December 28, 2018, 9:06 AM","Shelburne","4070 Spear St.","SPEAR STREET","Property Damage Only","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","18SH03319","Shelburne PD.","2","4.07","Deer","Night","Allen Rd","None","None","","VT0040700","Not at a Junction","None","4070 Spear St.","Dry","U5720","44.415208685870375,-73.19702722620275"
"1421721","","December 30, 2018, 6:44 AM","Berlin","","I-89","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","18A306006","VSP - A3 Middlesex","10","49.9","Deer","Day","Exit 7 North","None","None","","VTVSP1200","Not at a Junction","None","","Dry","0890","44.21007892559892,-72.58188191571611"
"1405464","","December 31, 2018, 8:50 AM","Brattleboro","I-91 SB MM 9.8","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","18B107853","VSP - B1 Westminster","10","9.8","Deer","Night","Exit 2","None","None","","VTVSP1600","Not at a Junction","None","I-91 SB MM 9.8","Dry","0910","42.86600873803518,-72.58003977060118"
"3538511","","January 2, 2019, 6:41 AM","Hartford","1669 Christian Street","CHRISTIAN ST","Property Damage Only","Other - Explain in Narrative","Clear","Minor Collector - Non Fed Aid Rural TH","19HF00022","Hartford PD.","4","999.99","Deer","Day","Chandler Road","None","None","","VT0140300","Not at a Junction","None","1669 Christian Street","Wet","S0614","43.678604425890235,-72.3230432406533"
"1479397","","January 3, 2019, 5:30 AM","Stowe","1152 Pucker St","VT-100","Property Damage Only","Single Vehicle Crash","","State Highway numbered route, State owned","19ST000033","Stowe PD.","10","4.54","Deer","Day","Westview Heights Dr","None","None","","VT0080200","Not at a Junction","None","1152 Pucker St","Dry","1000","44.47539517180629,-72.66877214921325"
"1562832","","January 3, 2019, 6:24 AM","Barnet","","I-91","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","19A00033","VSP - A4 St. Johnsbury","10","121","Deer","Day","","None","None","","VTVSP0200","Not at a Junction","None","","Wet","0910","44.30056812318927,-72.04558982826282"
"1489844","","January 4, 2019, 7:35 PM","Fair Haven","","US-4","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","19FH00028","Fair Haven PD.","10","3.03","Deer","Night","Exit 3","None","None","","VT0110400","Not at a Junction","None","","Dry","0040","43.60485050458681,-73.25097163065996"
"3562613","","January 5, 2019, 6:45 AM","Milton","568 Westford Rd","WESTFORD RD","Injury","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","19MT000129","Milton PD.","2","999.99","Deer","Day","599 WESTFORD RD","None","None","","VT0040600","Not at a Junction","None","568 Westford Rd","Dry","U5808","44.6384004829155,-73.05291360283935"
"1490862","","January 5, 2019, 11:00 AM","Stowe","890 Pucker St","VT-108","Property Damage Only","Head On","Cloudy","State Highway numbered route, State owned","19ST000063","Stowe PD.","10","4.23","Deer","Night","Brush Hill Rd","None","None","","VT0080200","Not at a Junction","None","890 Pucker St","Wet","1080","44.496710310048556,-72.74292966206653"
"1493655","","January 7, 2019, 7:42 PM","Milton","478 Middle Rd","MIDDLE ROAD","Property Damage Only","Single Vehicle Crash","Cloudy","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","19MT000215","Milton PD.","2","0.49","Deer","Night","Fuller Rd","None","None","","VT0040600","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","478 Middle Rd","Wet","U5810","44.59059391170666,-73.13078708981651"
"1475260","","January 8, 2019, 6:55 AM","Barre Town","Upper Prospect Street","AIRPORT RD.","Injury","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","19BT00149","Barre Town PD","2","1.26","Deer","Day","Morrison Road","None","None","","VT0120500","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","Upper Prospect Street","Wet","U6101","44.18932861590196,-72.52509970517836"
"1496345","","January 9, 2019, 6:32 AM","Burlington","Beltline","VT. 127 BELTLINE","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","19BU000523","Burlington PD","2","3.29","Deer","Day","Plattsburg Ave","None","None","","VT0040100","","","Beltline","","U5009","44.52281600632217,-73.25504619859707"
"3588509","","January 11, 2019, 9:07 AM","Milton","North Rd","NORTH RD","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","Minor Collector - Non Fed Aid Rural TH","19MT000295","Milton PD.","4","999.99","Deer","Night","Fitzgerald Pl","None","None","","VT0040600","T - Intersection","Road Surface Condition(wet, icy, snow, slush, etc)","North Rd","Snow","S0837","44.66040940737549,-73.08916610798804"
"1510736","","January 14, 2019, 11:39 PM","Essex","VT-289","VT-289","Property Damage Only","Other - Explain in Narrative","Clear","State Highway numbered route, State owned","19ES00255","Essex PD.","10","8.3","Deer","Day","Old Colchester Rd","None","None","","VT0040200","Not at a Junction","None","VT-289","Dry","2890","44.51597688166,-73.10904171218894"
"1511711","","January 15, 2019, 7:00 AM","Barre Town","Windywood Rd","WINDY WOOD ROAD","Property Damage Only","Single Vehicle Crash","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","19BT000282","Barre Town PD","2","0.9","Deer","Night","Hickory Ln","None","None","","VT0120500","Not at a Junction","None","Windywood Rd","Dry","U6114","44.20397292657203,-72.47506237412192"
"1512399","","January 15, 2019, 8:02 PM","Middlebury","2776 Case St","VT-116","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","State Highway numbered route, State owned","19MB000157","Middlebury PD.","10","3.37","Deer","Day","Quarry Road","None","None","","VT0010200","Not at a Junction","None","2776 Case St","Dry","1160","44.01163410871025,-73.098701929646"
"1513574","","January 16, 2019, 10:50 PM","Irasburg","","VT-14","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","19A500207","VSP - A5 Derby","10","5.91","Deer","Day","White Rd","None","None","","VTVSP0800","Not at a Junction","None","","Dry","0140","44.842574503701705,-72.28382767883798"
"1531478","","January 26, 2019, 8:15 AM","Manchester","US Route 7","US-7","Property Damage Only","Head On","Clear","State Highway numbered route, State owned","19BNC000263","Bennington CSD","10","5.57","Deer","Night","Mile Marker 32.0","None","None","","VT0020000","Not at a Junction","None","US Route 7","Dry","0070","43.09859450301362,-73.0959628617466"
"1551564","","February 3, 2019, 7:57 AM","North Hero","7342 Us Route 2","US-2","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","State Highway numbered route, State owned","19GIC0185","Grand Isle CSD","10","1.98","Domestic","Night","","None","None","","VT0070000","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","7342 Us Route 2","Snow","0020","44.862306650554274,-73.2603618304078"
"1563684","","February 9, 2019, 6:46 AM","Pownal","2537 US Rt7","US-7","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Cloudy","State Highway numbered route, State owned","19BNC000413","Bennington CSD","10","5.42","Deer","Day","Bluebarry Hill","None","None","","VT0020000","Not at a Junction","None","2537 US Rt7","Dry","0070","42.804252001776206,-73.21984865054354"
"1562914","","February 9, 2019, 1:08 PM","Westminster","I-91 (N)","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","19B100753","VSP - B1 Westminster","10","27.55","Deer","Night","Cold Spring Hill","None","None","","VTVSP1600","Not at a Junction","None","I-91 (N)","Dry","0910","43.077280104640494,-72.464988602906"
"1574944","","February 12, 2019, 9:39 PM","South Burlington","Kennedy Drive","FAP 121-1 KENNEDY DRIVE","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Cloudy","State Highway numbered route, State owned","19SB001665","So. Burlington PD.","10","1.34","Wild","Day","Kimball Ave","None","None","","VT0040300","Not at a Junction","None","Kennedy Drive","Dry","9998","44.46044548220583,-73.1555654079444"
"1580026","","February 17, 2019, 7:11 AM","Shaftsbury","3367 Vermont Route 7A","VT-7A","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","19B300500","VSP - B3 Shaftsbury","10","3.4","Deer","Night","West Mountain Road","None","None","","VTVSP0900","Not at a Junction","None","3367 Vermont Route 7A","Dry","0071","42.98109243808024,-73.20694797808324"
"1581419","","February 19, 2019, 2:40 PM","Sudbury","1668 VT-73","VT-73","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","19B400783","VSP - B4 Rutland","10","1.95","Deer","Night","Willowbrook Rd","None","None","","VTVSP0300","Not at a Junction","None","1668 VT-73","Dry","0730","43.818830061040906,-73.1638156657572"
"3636997","","February 20, 2019, 5:43 AM","Bridgewater","2031 Bridgewater Cntr Rd","TOWN ROAD 0001","Property Damage Only","Head On","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","19WNC0052","Windsor CSD","6","999.99","Deer","Day","Oak Chapel Rd","None","None","","VT0140000","Not at a Junction","None","2031 Bridgewater Cntr Rd","Ice","T0001","43.61441156072604,-72.65800233924473"
"1596010","","February 22, 2019, 2:28 AM","Stowe","5837 Mountain Rd","VT-108","Property Damage Only","","","State Highway numbered route, State owned","19ST000733","Stowe PD.","10","5.85","Deer","Day","Scenic Toll Rd","None","None","","VT0080200","","","5837 Mountain Rd","","1080","44.51115905307021,-72.76520999351843"
"1591848","","February 23, 2019, 1:47 PM","Addison","3962 VT-22A","VT-22A","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","19B500436","VSP - B5 New Haven","10","5.09","Domestic","Night","Farr Cross Rd","None","Heavy Truck","","VTVSP0600","Not at a Junction","None","3962 VT-22A","Dry","0221","44.1020914380062,-73.29635825775172"
"1593922","","February 27, 2019, 10:37 AM","Shaftsbury","5096 VT-7A","VT-7A","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","19B300617","VSP - B3 Shaftsbury","10","5.09","Deer","Night","Hidden Valley Rd","None","None","","VTVSP0900","Not at a Junction","None","5096 VT-7A","Dry","0071","43.00371381743097,-73.19599357670477"
"3635173","","March 2, 2019, 12:22 PM","Norwich","82 Turnpike Rd","TOWN ROAD 0012","Property Damage Only","Head On","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","19NW00206","Norwich PD.","6","999.99","Deer","Night","Moore Rd","None","None","","VT0141000","Not at a Junction","None","82 Turnpike Rd","Dry","T0012","43.72490821369212,-72.31433092298963"
"1609955","","March 2, 2019, 12:55 PM","Sunderland","MM 25","US-7","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","19B300641","VSP - B3 Shaftsbury","10","2.34","Deer","Night","MM25","None","None","","VTVSP0900","Not at a Junction","None","MM 25","Dry","0070","43.05797787547945,-73.12576804051544"
"1610516","","March 3, 2019, 7:35 AM","Middlebury","243 Foote St","FOOTE ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","19MB000730","Middlebury PD.","2","0.7","Deer","Night","Quarry Road","None","None","","VT0010200","","","243 Foote St","","U5908","44.00548768888182,-73.13575085045885"
